PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,UNIT,QUANTITY LEFT,BASE PRICE LIST
BENDROFLUMETHIAZIDE TABLETS 2.5MG 28'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CB006001,08/11/2023,mg,2,14.00
BETATOP CARVEDILOL 25MG 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BT008,08/07/2023,Tablet,1,70.00
ROSUVASTATIN 10MG SUN,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AB9446BC,08/09/2023,mg,0,39.00
DEXORANGE PLUS 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KE22001,28/02/2027,Bottle,4,55.00
ESKAGYL DS METRONIDAZOLE TABS 400MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,01,28/02/2025,Strip,0,5.00
PARACETAMOL 500MG TABLETS 16'S GALPHARM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5678,31/05/2024,Box,0,12.00
NAT B CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,30/04/2025,,1,117.90
CALPOL SALINE NASAL DROPS 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,X2958R,31/08/2025,Tablet,0,110.00
GALVUS MET 50MG/1000MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKY73,30/06/2024,Strip,0,10.00
FLORA SMILE TISSUES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12345,30/04/2027,pc,7,2.00
KETAZOL 30G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2130676,30/06/2027,Tube,7,28.50
DICNAC 100MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,T081F014,31/07/2024,Box,0,3.00
METFORMIN TAB 500MG BRISTOL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DUH130081,30/09/2024,Box,0,2.20
GLUCO-NAF PINEAPPLE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2206502,30/06/2025,pc,0,27.00
CITRO C SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BNS7Y004,31/03/2027,Bottle,7,17.00
MENZ STUD DELAY SPRAY 12ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,201052,31/12/2023,Spray container,0,21.00
CULLDOG SPRAY,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,S200102,31/01/2025,Piece,0,27.00
RONAMAN SPRAY,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2205,31/05/2025,Piece,0,22.00
VITANE ORAL LIQUID 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CRO9,30/09/2025,ml,0,133.20
DUREX PLAY LUBE FEEL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AAY8757,31/01/2025,Box,0,79.00
MASCULAN DAS CONDOM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IL281-003,31/12/2024,Box,0,18.00
Doxycycline 100mg (TEVA),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2D30DB,30/04/2025,gram,0,39.00
OSCAR MALARIA ANTIGEN TEST,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HMP2301003,31/12/2025,Piece,0,15.00
OSCAR CLEAR PREGNANCY TEST,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HPC2301012,31/12/2024,Piece,0,5.00
DULCOLAX 10MG SUPP. 12'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,033203B,31/01/2027,Suppository,20,9.90
BENYLIN CHESTY NON-DROWSY 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,X1085R,28/02/2027,ml,3,224.00
ACICLOVIR 400MG TAB 56'S RANBAXY,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DFD1123A,28/02/2027,Tablet,1,3.00
ASHTON AND PARSONS TEETHING POWDER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0K043,31/08/2023,Satchet,0,115.00
CALPROFEN 100MG/5ML IBUPROFEN ORAL SUSPENSION,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MEH1200,30/04/2025,Box,0,98.00
CHLO I CHLORAMPHENICOL EAR DROPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CD1130,31/10/2026,Bottle,10,7.00
ESSENTIAL EMBRO 3ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,220908,30/09/2025,ml,0,6.00
GANA BALM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GB004,30/09/2025,Tube,0,9.00
ORGANIC ACTIVATED CHARCOAL 350MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,022024,03/01/2025,Container,0,23.00
ACTIVATED CHARCOAL 200G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,022024,31/01/2026,Container,1,17.00
EPIDERM CREAM 30G (SHALINA),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2372860,31/05/2027,gram,10,13.50
PILEX TAB 100'S HIMALAYA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112200898,31/07/2027,Tablet,4,91.50
NEXCOFER CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0202Z,28/02/2026,,4,17.00
NEXCOFER SYRUP 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,05022,28/02/2026,Bottle,2,30.50
MUPIROCIN 2% OINTMENT 15g LAVINA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,210,29/02/2024,Tube,0,53.00
LIPITOR ATORVASTATIN 20MG 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FG1760,31/01/2024,Tablet,18,26.00
COMIT-100 TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B1AGP002,18/02/2025,gram,2,38.00
NANA AGYEI CAPSULES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,022,30/11/2026,Pack,0,3.00
MERCY OINTMENT,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XY1564,08/01/2027,Tube,0,8.40
CHLORAMPHENICOL CAPS 250MG (LETAP),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0620372,30/04/2027,Strip,50,5.50
STUGERON 50 TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21EQ019,31/05/2027,gram,13,3.00
OMESK OMEPRAZOLE 20MG SK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OP21002,31/01/2024,Capsule,0,6.00
DEXORANGE PLUS 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KE22001,28/02/2024,Bottle,0,25.00
PEPSODENT TRIPLE PROTECTION 140G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,C44010,06/08/2025,Pack,0,21.60
LINCTUS ADULT 100ML (DANNEX),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2210308,06/10/2026,ml,2,14.00
ENACEF CEFUROXIME 500MG TAB 10'S ECL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,121OY,31/10/2026,Tablet,5,71.00
LEVOTHRYOXINE ARISTO 100MCG 28'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATC40,02/07/2024,Suppository,0,22.00
SOFTCARE SANITARY PAD,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1758WH,30/06/2026,Pack,5,16.00
YAZZ PANTY LINER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,028GD,30/11/2027,Piece,2,14.00
Seczol Ds 1g Tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,M2112485,01/08/2024,gram,0,16.00
TALGENTIS-5 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TT-040003,31/08/2026,Tablet,3,78.00
CLOSOL CREAM 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1001,31/12/2025,Tube,0,10.00
VITLIFE VITAMIN C +ZIN 15MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L2361/3,01/12/2025,Hospital Procedures,0,48.00
CALPOL  6 YEARS+ SUSP 80ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,X2225R,30/06/2027,Bottle,3,146.50
POLYFER  CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PF2F,31/10/2026,,1,12.00
FOLIGROW JUNIOR TONIC 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L039F005,28/07/2027,ml,4,26.00
INFRARED THERMOMETER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,28/02/2026,Piece,1,600.00
TENA ADULT DIAPER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TR20180808,28/02/2024,Pack,0,80.00
MAXITROL SUSP.  5ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,vf178A,22/11/2024,Drop,0,54.00
ALWAYS EXTRA LONG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1298270288,31/10/2027,Pack,2,21.00
SE'CLEAR EYE/EAR DROPS 10ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SP-172,31/05/2027,Vial,13,27.00
HEPATITIS B SURFACE ANTIGEN,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOHHHHH6,23/02/2023,-,0,20.00
Ascoryl Plus Syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E-531,31/07/2026,ml,0,17.50
AZITHROMYCIN CAPSULES (AZILEX) 250MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,26,31/07/2027,gram,10,32.00
POLYFER 50ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E-501,07/07/2027,Bottle,5,15.00
POLYFER FORTE 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E-562,31/08/2027,ml,3,25.00
SUPA SANTI PREMIUM ADULT DIAPERS L,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2010202,17/11/2024,Piece,0,120.00
POWER HOUSE ROLL ON 50ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,015411,15/09/2027,Pack,4,28.00
CHLORAMPHENICOL 1% OINTMENT 5G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CLM22136,28/02/2027,Box,7,10.00
HISTAZINE TAB  10MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HZT55670,28/02/2026,gram,124,1.80
SUDOCREAM 125G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JKKL557,14/08/2025,Tube,0,92.70
SPANISH FLY LIQUID,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JKLA44267,03/02/2024,Bottle,0,68.00
VALUPAK VITAMIN E 400IU,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L14713,02/04/2024,gram,4,93.00
HAND SANITIZER 125ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MJJJK5579,02/02/2024,Bottle,0,10.00
HAND SANITIZER  200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XZZCVJ22198,28/02/2026,Bottle,0,14.00
OMEGA OIL LINIMENT 50ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2210002,02/09/2026,ml,1,24.00
BEL-AQUA ACTIVE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BBXCV2257,30/06/2026,Bottle,0,6.00
BRAINWISE OMEGA 3 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GBWA064,02/07/2025,Bottle,0,97.20
TOUCH AND GO TOOTHACHE SOLUTION (AYRTON),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5899,26/03/2027,ml,3,52.00
TEARS NATURAL 11,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,151PX4,31/07/2026,Pack,0,74.50
KIDIVITE CHILD MULTIVITAMIN SYRUP 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KMS33018,25/09/2023,Bottle,0,34.00
ATORVASTATIN 20MG TAB 28'S TEVA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23826,25/04/2024,Tablet,0,24.00
KIDIVITE MULTIVITAMIN DROPS 25ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ME22A61,25/12/2023,ml,0,33.00
VITAFIZZ REFERVESCENT TABS 20'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,N9001FU,25/11/2023,Tablet,0,48.00
METRONIDAZOLE 400MG TAB 21'S EXETER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,06077,25/07/2026,Pack,1,24.00
PREGASAFE 75mg TABS MSN,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BRGP43229,30/09/2025,Tablet,0,120.00
JEDITONE CYPROHEPTADINE & MULTIVITAMINS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GXCCV904437,23/01/2024,Bottle,0,28.00
FOLIC ACID 5MG ( CRESCENT ),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SCCT22475,31/01/2026,mg,2,21.00
FLUCONAZOLE 150MG CAP TEVA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GZXXF55781,30/04/2027,Capsule,5,16.00
MAN-UP CAPSULES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JVC43301,31/01/2025,Capsule,0,290.00
ASPIRIN 75MG DISPERSIBLE TAB 100'S VEGA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,220924,16/03/2027,Tablet,3,30.00
OMEPRAZOLE 20MG CAPS MILPHARM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LC57131,30/09/2023,mg,0,31.00
APPLE CIDER VINEGAR BORGES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,30780,19/09/2025,Bottle,0,48.00
CHOCHO SOAP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0111,18/08/2025,Piece,0,11.70
ZULU EXTRA 10'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A22077,16/02/2025,mg,0,9.00
PEPSODENT PERFECT TOOTHBRUSH,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,201012,13/01/2030,Piece,7,5.00
NIVEA RICH NOURISHING 250ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12526174,13/11/2023,Pack,0,44.00
NIVEA MEN BODY LOTION Maximum Hydration,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,14041374,13/09/2024,Container,0,44.00
NIVEA EXPRESS HYDRATION,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20327474,13/06/2024,Bottle,0,44.00
NIVEA BODY LOTION SHEA SMOOTH DEEP MOISTURE SERUM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,14552574,13/10/2024,Container,0,44.00
WELLBABY MULTIVITAMIN DROPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21496,30/09/2025,Liquid,0,144.00
ONETOUCH SELECT TEST STRIPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OSTC34479,12/01/2024,Pack,0,360.00
FOLIGROW TONIC,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L025F016,30/04/2026,ml,3,51.00
SURE DEODORANT SPRAY 250ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SED741Q9,12/01/2025,Bottle,0,32.00
NCP ANTISEPTIC LIQUID 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0064001A,11/07/2025,Bottle,0,52.20
CHOCHO CREAM (TUBE),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,012,30/11/2026,Tube,0,12.60
PANADOL EXTRA TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/01/2024,Strip,0,7.00
CAMEL ANTISEPTIC 250ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/01/2025,Bottle,0,26.00
SAVLON ANTISEPTIC  SOLN 250ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/01/2027,Bottle,2,84.00
ORAL-B 2 IN 1 TOOTHPASTE 120G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/01/2025,Box,0,22.00
CLOSEUP PASTE S/S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/01/2024,Tube,0,21.00
COLGATE PASTE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/01/2025,Tube,0,21.00
PEPSODENT SMALL SIZE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/01/2024,Box,0,12.00
PROPA LADY SANITARY PAD,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/01/2024,Pack,0,18.00
YAZZ SANITARY PAD,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/01/2027,Pack,3,19.50
MEDISOFT MOSQITO REPELEENT 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/01/2026,ml,0,15.00
AMOXICILLIN & CLAVULANATE POTASSIUM TABS 625MG (LUEX),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,lloLLKKJDRZ000987,31/01/2025,gram,0,60.00
AVAMYS NASAL SPRAY SUSP 120 SPRAYS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ANS22391,05/02/2024,Spray container,0,216.00
VALUPAK VIT C EFF.1000MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VCE24779,31/07/2025,pc,0,58.80
Secnidazole 1G Tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SNC872265,05/02/2024,gram,0,16.00
SECNIDEX SECNIDAZOLE 1g EXETER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SCN446213,05/03/2024,Tablet,0,15.00
BLOOD PRESSURE MONITOR CUFF,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BPMC43779,31/12/2030,Bundle,8,140.00
IMAX DELAY SPRAY,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20220901,30/09/2026,Container,0,68.00
HYDROCORTISONE ACETATE CREAM BP 30G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BE2E01,24/05/2025,Pack,0,39.00
SALO COLD SYRUP 100ML CHILDREN,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L252SCD,24/12/2026,Bottle,0,13.00
DEXONE 0.5MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1082002,24/07/2024,Box,0,5.00
NASAL INHALER LUEX,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LXC551277,31/01/2025,Container,7,11.70
FIESTA STRAWBERRY LUBRICANT,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2131240,31/03/2027,ml,10,55.50
OUR COD LIVER SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CDV543321,23/10/2023,ml,0,43.00
REDSUN CAPSULES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CRL2101,23/01/2024,Capsule,0,22.00
TINATETT MALAKARE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ML11213,30/11/2026,Bottle,4,34.00
ROOTER LIFE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8827,14/08/2024,Bottle,0,58.00
DOMI-30 DOMPERIDONE SUPP 30MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A1ADH007,30/06/2026,mg,5,31.00
DOMI-10 SUPPOSITORY,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A1ADD015,31/08/2026,Suppository,3,25.00
OMEPRAZOLE CAPS 40MG 28'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,19374,10/05/2023,Box,0,22.00
FOLIC ACID 5MG TAB 28'S EXETER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JXXC55123,31/10/2026,Pack,0,24.80
VALUPAK GARLIC 3MG 30 TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L14887,30/11/2026,Bottle,0,26.00
Avomine 25mg Tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,32299972,31/10/2027,gram,0,2.00
FUNTIME TINGLE LUBRICANT,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,QCCX337889,20/12/2024,Bottle,0,35.00
FUNTIME ORIGINAL LUBRICANT,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,UVVB39722,20/12/2024,Bottle,0,35.00
FUNTIME  WARMING LUBE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JBBV42287,20/12/2024,pc,0,35.00
METRONIDAZOLE 400MG 21'S MILPHARM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FGZ197743,19/01/2025,Tab,0,42.00
HONEYKOF W/H GARLIC HERBAL COUGH SYP. 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0103Y,16/08/2025,ml,1,30.00
HONEYKOF HERBAL COUGH SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0203Y,16/03/2025,ml,1,30.00
BELLS CASTOR OIL 70ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,460482,16/05/2026,Bottle,0,50.00
CLEARBLUE PREGNANCY TEST,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BEN1742,30/04/2024,Pack,0,20.00
STARWINS MILK OF MAGNESIA 360ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ST44J,31/08/2027,Bottle,7,50.00
GLUCOSE D LETAP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGHHKKJDRZ000987,24/12/2022,Container,0,18.00
"PLASTER ROLL 6""",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJJY76T,31/12/2025,Roll,0,35.00
"ACTILIFE VITAMIN C,D&Z",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKJJJK,31/12/2024,Piece,0,44.00
VITAMIN B-COMPLEX INJECTION 1M/1V,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,82JJ,31/01/2023,vial,0,6.00
CELEBREX CELECOXIB 200MG 10'S PFIZER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GC8046,31/12/2026,Tablet,3,183.00
ASMANOL TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,P990,31/07/2027,Tablets,49,4.80
VALUPAK  EVENING PRIMOSE OIL 500MG  30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L14955,06/12/2025,Capsules,0,39.00
LISINOPRIL 5MG TABS (TEVA),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1P17LL,30/06/2023,Tablet,0,18.00
GEN-M TABS 80/480 6'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGBASACT000098,30/09/2024,Box,0,75.00
MULTI-ACTION ACTIFED TABLETS 12'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOKKJDRZ000987,31/12/2026,Tablet,0,167.00
SUDOCREAM 60G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCJKS70993,09/05/2025,gram,0,67.00
VALUPAK OMEGA-3 FISH OIL 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KLCV449013,01/12/2023,Capsule,0,57.00
GASTRONE ANTACID SUSP 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KBASACT000098,25/11/2026,Bottle,6,36.00
GASTRONE TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GJKL41227556,31/05/2027,Tablets,28,6.50
Zincovite Tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CAVBC5180977,28/02/2027,gram,0,58.70
MAJOR NASAL DROPS 18ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOT2204002,21/03/2027,Box,5,22.80
WISDOM MOUTHWASH 500ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOT8210930,21/09/2026,ml,1,41.00
PECTOL FRESH,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CO1122,18/01/2025,Pack,0,3.00
JET 2 LOZENGES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L1032,18/06/2024,Box,0,3.00
WOODWARD'S GRIPE WATER 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOT2205801,15/11/2023,ml,0,72.00
RONAXICAM CAP 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YYTR1234,30/11/2024,pc,0,16.00
SALBUTAMOL VENTOLIN INHALER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOIKKJDRZ000987,30/11/2024,Tube,0,82.00
METAGYL TABLETS 400MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIUKKJDRZ000987,30/01/2028,Tablet,0,4.00
METAGYL TABLETS 200MG 500',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1KKKHH,30/11/2025,Tablet,0,3.00
Septilin 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOKKKJDRZ000987,30/11/2025,ml,0,49.50
POTASSIUM CITRATE MIXTURE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YYTBASACT000098,28/02/2024,Bottle,0,52.00
LOFNAC-100  TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKOKKJDRZ000987,30/11/2025,Tablets,0,8.00
CANDID CREAM 20G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCKKJDRZ000987,30/11/2027,gram,10,28.00
CIPROLEX TABS 500MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FVC3380159,30/06/2026,gram,1,32.00
Coldrilif syrup 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L02738,30/11/2026,Bottle,5,17.00
BENYLIN CHESTY COUGHS ORIG. 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FQA997104,31/10/2027,ml,1,145.00
BENYLIN MUCUS COUGH MAX HONEY AND LEMON 100MG/5ML 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,UUC72569901,31/12/2026,Bottle,1,191.00
XYLO ACINO XYLOMETAZOLINE 0.1% ADULT NASAL SPRAY,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FG357789,02/09/2023,Bottle,0,161.00
CLEAR EAR OLIVE EAR DROPS 10ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VBC5689977,08/12/2023,Piece,0,17.00
DEXATROL OINT.,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VBC5689977,19/01/2024,Ointment,0,28.00
BUSCOPAN CRAMPS TAB  20'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,jjLLLLKKJDRZ000987,31/10/2026,gram,0,7.20
ROUGH RIDER CONDOM FP 3',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BA3536478,01/01/2027,Pack,10,25.00
NO.10 LIVERSALT ERN,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZBASACT000098,30/09/2027,sachet,168,2.00
LIVE PURE CLEANSE CAPS 30,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,675432,02/05/2023,Capsule,0,60.00
ZINNAT CEFUROXIME 125MG/5ML SUSP 50ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JHGGBB1123O00,31/10/2024,Bottle,0,199.00
STARCOLD TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IUGGBB1123O00,31/10/2025,Tablets,0,6.00
Vitaminc+zinc(Reedy),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOGGBB1123O00,31/10/2026,Box,0,50.00
EXEVIT-C 1000MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WWGGBB1123O00,30/04/2024,pc,1,35.00
COA MIXTURE 250ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,COBB1123O00,31/10/2023,Bottle,0,118.00
