PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,QUANTITY LEFT,BASE PRICE LIST,QTY,Days Left,Reorder Date
fluconazole capsule (milpharm) 150mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FLC0098Y,2023-05-31,0,25.0,1.3333333333333333,0.0,2025-03-27 17:34:40.971915
corvite vitc eff 1000mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CRVIT99087Y,2024-05-31,0,30.0,1.2352941176470589,0.0,2025-03-27 17:34:40.971915
nester mouth wash,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NR00987,2023-05-31,0,17.0,1.0,0.0,2025-03-27 17:34:40.971915
calpol infant susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRIIZ000987,2026-02-28,0,118.8,1.0595238095238095,0.0,2025-03-27 17:34:40.971915
vitabiotics wellbaby 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRZ000987,2025-05-31,0,195.0,1.0,0.0,2025-03-27 17:34:40.971915
nodium capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NR0098,2025-05-14,1,3.6,2.326923076923077,0.42975206611570244,2025-03-27 17:34:40.971915
immunace original tabs 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IMM00098Y,2024-05-31,0,240.0,1.0,0.0,2025-03-27 17:34:40.971915
wellwoman tab 50+ (uk),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WEF2003PA,2026-08-31,2,185.0,1.0,2.0,2025-03-27 17:34:40.971915
durol tonic 300ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DR00987,2025-05-31,0,36.0,1.3333333333333333,0.0,2025-03-27 17:34:40.971915
diclonova supp 100mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DCNL00987,2023-05-10,0,3.0,5.222222222222222,0.0,2025-03-27 17:34:40.971915
diclowal supp 100mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DCLO00987,2023-05-10,0,3.0,10.0,0.0,2025-03-27 17:34:40.971915
lisinova 20mg pack,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LSN00987,2023-05-10,0,12.0,1.6666666666666667,0.0,2025-03-27 17:34:40.971915
lisinova 5mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LSN00976,2023-05-31,0,7.0,1.0,0.0,2025-03-27 17:34:40.971915
kidics syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KDC00987,2023-05-31,0,15.0,1.0,0.0,2025-03-27 17:34:40.971915
novamether forte tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NVOO0987,2023-05-10,0,10.0,1.1428571428571428,0.0,2025-03-27 17:34:40.971915
deeep heat rub 100g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DKH000987,2023-05-31,2,38.0,1.0,2.0,2025-03-27 17:34:40.971915
export deep heat  spray 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DKHT0098,2026-02-28,0,155.0,1.0,0.0,2025-03-27 17:34:40.971915
deep heat  rub 35g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DKH00098,2025-06-30,0,50.0,1.0,0.0,2025-03-27 17:34:40.971915
deep freeze gel 35g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DHY0098,2026-05-31,0,89.0,1.0588235294117647,0.0,2025-03-27 17:34:40.971915
danegan,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DNG0098G,2022-10-31,0,3.0,1.0,0.0,2025-03-27 17:34:40.971915
naklofen duo 75mg cap 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NK00987,2027-03-31,78,5.0,10.159763313609467,7.677344205008737,2025-03-30 09:50:03.511228
tres orix forte syr 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,trew000997,2026-07-31,4,36.5,1.0535714285714286,3.7966101694915255,2025-03-27 17:34:40.971915
tres orix forte syr 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TR-009897,2027-09-30,4,64.0,1.125,3.5555555555555554,2025-03-27 17:34:40.971915
ponstan caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PN000987R,2025-04-30,45,2.7,4.883333333333334,9.215017064846416,2025-03-31 22:44:18.446318
zinnat cefuroxime 250mg tab 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZN00987,2025-08-31,2,162.0,1.2,1.6666666666666667,2025-03-27 17:34:40.971915
lynux ointment,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LNY00987,2025-10-31,0,54.0,1.0769230769230769,0.0,2025-03-27 17:34:40.971915
wellman caps 30' (uk),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WM0009KH,2023-05-31,0,106.0,1.0,0.0,2025-03-27 17:34:40.971915
para-denk supp. 125mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,pars000987,2026-05-31,0,6.0,5.136363636363637,0.0,2025-03-27 17:34:40.971915
amlodipine besilate 10mg tabs 28',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AML00098T,2023-11-30,0,25.0,1.0909090909090908,0.0,2025-03-27 17:34:40.971915
fluxacin flucloxacilin 125mg/5ml susp 100ml ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FL9985RE,2025-05-31,0,19.8,1.3181818181818181,0.0,2025-03-27 17:34:40.971915
cetirizine syrup (cetrizan),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0309W,2026-05-31,1,19.8,1.046875,0.9552238805970149,2025-03-27 17:34:40.971915
neclobet-3 cream 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NCBL0098,2023-10-08,0,8.0,1.0,0.0,2025-03-27 17:34:40.971915
methylated spirit 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MTS98777U,2025-05-31,0,15.3,1.125,0.0,2025-03-27 17:34:40.971915
cetrizan tab 10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CTR00987,2025-11-30,0,14.0,1.2318840579710144,0.0,2025-03-27 17:34:40.971915
flotac 75mg caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FL00009876,2027-05-31,28,10.0,7.403225806451613,3.782135076252723,2025-03-27 17:34:40.971915
prowoman caps 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PRW00987,2023-04-25,0,60.0,1.0,0.0,2025-03-27 17:34:40.971915
milk of magnesia philips 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MG0997GT,2025-04-30,0,56.0,1.0,0.0,2025-03-27 17:34:40.971915
luex flurest cold and flu tablets,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,fl0009897rd,2026-11-30,2,48.5,1.2614840989399294,1.5854341736694677,2025-03-27 17:34:40.971915
pepto bismol,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,019117l951,2025-12-31,1,90.0,1.0,1.0,2025-03-27 17:34:40.971915
maalox plus susp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MPL00098,2026-01-31,0,150.0,1.046875,0.0,2025-03-27 17:34:40.971915
ventolin inhaler,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VH00098,2026-08-31,0,77.4,1.1,0.0,2025-03-27 17:34:40.971915
vermox suspension 30ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KBB2100,2027-02-28,4,56.8,1.21875,3.282051282051282,2025-03-27 17:34:40.971915
mycolex miconazole 2% cream 20g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MY000987,2026-02-28,3,34.0,1.0555555555555556,2.8421052631578947,2025-03-27 17:34:40.971915
rocephine ceftriaxone 1gm inj 1's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B0588B01,2023-04-20,0,84.0,1.0,0.0,2025-03-27 17:34:40.971915
nexium tab 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RM228,2027-02-28,0,18.0,7.428571428571429,0.0,2025-03-27 17:34:40.971915
efpac tablets,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A2V302,2027-01-31,43,3.2,2.060763888888889,20.866048862679023,2025-04-12 14:21:47.593650
bioferon caps/neoferon,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,D000686,2023-12-31,0,54.0,1.1111111111111112,0.0,2025-03-27 17:34:40.971915
feroglobin caps 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FW2035P36P,2027-07-31,3,131.0,1.0461538461538462,2.8676470588235294,2025-03-27 17:34:40.971915
diclo-denk tab 50mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DC55554098,2023-04-19,0,1.8,10.0,0.0,2025-03-27 17:34:40.971915
salo cold tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SAL000987,2027-04-30,16,3.0,1.4594594594594594,10.962962962962964,2025-04-02 16:41:20.971915
permanet (one&half  size) pcs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12347,2023-04-30,0,34.0,1.0,0.0,2025-03-27 17:34:40.971915
permanet (king size) pcs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12349,2023-04-30,0,60.0,1.0,0.0,2025-03-27 17:34:40.971915
permanet (queen size) pcs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12348,2023-04-30,0,54.0,1.2,0.0,2025-03-27 17:34:40.971915
infa v clotrimazole vaginal pess 6's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IVG1-02,2026-09-30,8,54.0,1.146341463414634,6.9787234042553195,2025-03-29 17:04:02.674043
maxidex eye drops 5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MX00036698754,2023-10-31,0,21.0,1.0,0.0,2025-03-27 17:34:40.971915
tobrex eye drop 0.3g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TB009876,2021-04-10,6,32.0,1.0,6.0,2025-03-28 17:34:40.971915
exforge 10/160mg 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EX00987,2027-06-30,1,235.0,1.105263157894737,0.9047619047619047,2025-03-27 17:34:40.971915
teething mixture bells,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,tmb000987,2026-04-30,2,74.0,1.0,2.0,2025-03-27 17:34:40.971915
erotica/bare back/king size condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,opt00098,2022-05-29,0,10.0,1.4210526315789473,0.0,2025-03-27 17:34:40.971915
heptopep syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HPT00098,2022-04-30,0,55.0,1.1428571428571428,0.0,2025-03-27 17:34:40.971915
cataflam diclofenac potassium 50mg tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CT00098,2023-04-09,0,2.8,19.0,0.0,2025-03-27 17:34:40.971915
lucozade can 330ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LC00098,2026-04-30,2,19.5,1.0666666666666667,1.875,2025-03-27 17:34:40.971915
rox energy drink,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BY000000987,2023-02-28,0,8.0,1.1111111111111112,0.0,2025-03-27 17:34:40.971915
ciprofloxacin 0.3% (epiciprin),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CPSM00987,2023-04-07,0,63.0,1.0,0.0,2025-03-27 17:34:40.971915
duromine 30mg caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A8450,2022-10-31,0,15.0,4.0,0.0,2025-03-27 17:34:40.971915
samalin junior cough syrup 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,sm00097,2026-09-30,5,17.0,1.0555555555555556,4.7368421052631575,2025-03-27 17:34:40.971915
gloves s/s pair,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JH00098,2023-04-02,0,2.0,3.6,0.0,2025-03-27 17:34:40.971915
disposable gloves 1 pair,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GL000987,2027-04-30,146,2.0,9.407407407407407,15.51968503937008,2025-04-07 06:03:01.759317
hot water bottle,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HTWAR0009,2023-04-01,0,45.0,1.0,0.0,2025-03-27 17:34:40.971915
zinc oxide plaster adhesive 2inc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ST0009,2027-04-30,12,22.0,1.0,12.0,2025-04-03 17:34:40.971915
lisinopril 5mg exeter,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LSN009983,2023-02-28,0,12.0,1.5,0.0,2025-03-27 17:34:40.971915
joy ointment,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JY0009898,2027-04-30,14,11.0,1.2574850299401197,11.133333333333335,2025-04-02 20:46:40.971915
aboniki balm 25g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AB54443,2026-12-31,8,11.0,1.335164835164835,5.991769547325103,2025-03-28 17:22:49.860804
bonnisan (himalaya) 120ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BN111190876,2026-04-30,2,60.0,1.0465116279069768,1.911111111111111,2025-03-27 17:34:40.971915
gentamycin 0.3% eye/ear drops 10ml genda,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20312G,2025-04-30,0,6.0,1.0810810810810811,0.0,2025-03-27 17:34:40.971915
amoxicillin / clavulanic acid (augmentin) 228mg susp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AG09887,2027-03-31,4,126.0,1.0,4.0,2025-03-27 17:34:40.971915
soluble aspirin blister,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AS2011501,2026-11-30,3,29.8,1.35,2.222222222222222,2025-03-27 17:34:40.971915
giving set,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GS94125,2023-04-01,0,2.5,1.0666666666666667,0.0,2025-03-27 17:34:40.971915
5ml syringe,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SY200098,2024-04-01,0,1.0,3.25,0.0,2025-03-27 17:34:40.971915
andrews liversalt 50's gsk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AND00098,2024-04-01,0,1.2,7.1313131313131315,0.0,2025-03-27 17:34:40.971915
actifed comp.linctus/wet/dry cough,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ACT000098,2024-09-30,0,50.0,1.105263157894737,0.0,2025-03-27 17:34:40.971915
hemoglobin test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HB0009,2025-09-29,0,45.0,1.04,0.0,2025-03-27 17:34:40.971915
nife - denk 10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SC0009,2023-03-26,200,0.5,43.666666666666664,4.580152671755726,2025-03-27 17:34:40.971915
amoxicillin / clavulanic acid (augmentin) 625mg tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AUG000009,2027-09-30,1,241.0,1.0263157894736843,0.9743589743589742,2025-03-27 17:34:40.971915
malaria antigen test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ML000975,2027-03-31,21,15.0,1.3048780487804879,16.093457943925234,2025-04-07 19:49:15.738270
zanza vitamin e 400iu 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZN0000987,2027-02-28,0,80.0,1.0,0.0,2025-03-27 17:34:40.971915
seven seas jointcare supplex 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SST000987,2024-01-25,0,160.0,1.0,0.0,2025-03-27 17:34:40.971915
atacand plus tab 16/12.5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATC8880,2025-03-31,0,510.0,19.8,0.0,2025-03-27 17:34:40.971915
atacand candesartan  plus 16/12.5mg tab 28's az,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATNY0009,2023-03-25,0,7.9,14.0,0.0,2025-03-27 17:34:40.971915
atacand 8mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATB00009,2024-03-31,28,16.0,10.142857142857142,2.7605633802816905,2025-03-27 17:34:40.971915
atacand 16mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AT000096,2024-01-31,0,17.0,8.0,0.0,2025-03-27 17:34:40.971915
tadol tramadol 50mg cap 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TRA0000009,2027-03-24,31,6.5,8.054794520547945,3.8486394557823127,2025-03-27 17:34:40.971915
paracod tabs pr strips,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PAC00097,2025-03-31,3,8.1,1.0909090909090908,2.75,2025-03-27 17:34:40.971915
cipromax 500mg tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CPM00005,2023-03-23,0,10.0,1.1355932203389831,0.0,2025-03-27 17:34:40.971915
fenamol tablet 500/400mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FN0009,2024-05-31,0,4.0,1.6774193548387097,0.0,2025-03-27 17:34:40.971915
g. v .paint tncture,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GV00098,2023-03-31,0,4.0,1.0,0.0,2025-03-27 17:34:40.971915
methylated spirit ecl 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MS000987,2025-03-31,1,20.0,1.0933333333333333,0.9146341463414634,2025-03-27 17:34:40.971915
voltic water b/s,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VW000000P,2023-02-28,0,4.5,1.4727272727272727,0.0,2025-03-27 17:34:40.971915
optilube jelly 42g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OPT000998,2024-03-31,0,18.0,1.1428571428571428,0.0,2025-03-27 17:34:40.971915
whitfields ointment 40g dannex,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20111Q1,2026-09-28,2,16.2,1.2,1.6666666666666667,2025-03-27 17:34:40.971915
viagra 100mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B458109,2027-03-31,2,253.0,1.0,2.0,2025-03-27 17:34:40.971915
teedar syrup 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TD222,2026-10-31,8,20.0,1.1369047619047619,7.036649214659686,2025-03-29 18:27:27.464062
fluconazole 150mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AA64922,2025-06-30,0,43.0,1.2962962962962963,0.0,2025-03-27 17:34:40.971915
doreta tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,D87923,2027-05-31,103,6.5,8.541062801932368,12.059389140271492,2025-04-03 19:00:12.193634
atorvastatin 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,15688,2026-03-31,3,72.9,1.0,3.0,2025-03-27 17:34:40.971915
glucophage 500mg tabs 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E201338,2025-05-31,0,65.0,11.25,0.0,2025-03-27 17:34:40.971915
diabetmine 1000mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BJ12570,2021-11-30,0,0.5,10.0,0.0,2025-03-27 17:34:40.971915
unidus condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OD003,2023-03-31,0,20.0,2.1176470588235294,0.0,2025-03-27 17:34:40.971915
bare back condoms,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1902122316,2027-01-31,4,22.0,1.2,3.3333333333333335,2025-03-27 17:34:40.971915
bumper condoms troge,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,14942-01,2022-02-28,0,3.0,1.0,0.0,2025-03-27 17:34:40.971915
sildenafil 50mg tab uk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,108806,2023-05-31,0,30.0,6.0,0.0,2025-03-27 17:34:40.971915
diazepam 5mg pr/strip,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A11538,2023-10-31,0,2.0,2.1020408163265305,0.0,2025-03-27 17:34:40.971915
amoxycillin susp.,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AS205,2027-09-30,2,10.5,1.0666666666666667,1.875,2025-03-27 17:34:40.971915
mist mag. trisilicate 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Jknmmt008,2026-12-31,6,7.0,1.1071428571428572,5.419354838709677,2025-03-28 03:38:33.229980
demacot triple action 0.1% cream 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,9085,2027-03-31,5,42.0,1.1111111111111112,4.5,2025-03-27 17:34:40.971915
optilube jelly 82g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,230919,2025-02-28,0,53.0,1.1333333333333333,0.0,2025-03-27 17:34:40.971915
optilube 113g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,191218,2023-12-31,0,45.0,1.0625,0.0,2025-03-27 17:34:40.971915
feldene,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B453105,2024-08-31,0,6.0,9.5,0.0,2025-03-27 17:34:40.971915
arsumod pediatric combi pack,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CO6012G,2022-04-30,0,18.0,1.0,0.0,2025-03-27 17:34:40.971915
night nurse liquid,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0080230,2024-11-28,0,156.0,1.0,0.0,2025-03-27 17:34:40.971915
aluminum hydroxide 500 mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Y02918,2022-01-31,0,1.0,4.666666666666667,0.0,2025-03-27 17:34:40.971915
tcp liquid anticeptic 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CH282,2025-11-30,0,124.2,1.0,0.0,2025-03-27 17:34:40.971915
inoxime 200mg tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AG11003,2022-05-31,0,20.0,1.25,0.0,2025-03-27 17:34:40.971915
bells children cough syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,237Y1,2026-01-31,1,50.0,1.0769230769230769,0.9285714285714286,2025-03-27 17:34:40.971915
mycolex miconazole 2% powder 50g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,R013K802,2024-10-31,0,30.0,1.0,0.0,2025-03-27 17:34:40.971915
nurofen syrup orange 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0990D1,2025-02-28,0,78.0,1.0,0.0,2025-03-27 17:34:40.971915
rhizine(hayzine) tab 10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A2Q222363988,2022-01-30,0,2.0,1.9714285714285715,0.0,2025-03-27 17:34:40.971915
advaxime 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,T0000254JKIO,2023-02-27,0,70.0,1.1428571428571428,0.0,2025-03-27 17:34:40.971915
advaxime 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RH292MKOIYT,2023-02-27,0,40.0,1.125,0.0,2025-03-27 17:34:40.971915
alpha garlic capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IU002KMKKOI,2025-02-28,1,67.5,1.0,1.0,2025-03-27 17:34:40.971915
vitamin c syrup(bel),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RF558MKITR,2024-02-27,0,10.0,1.0714285714285714,0.0,2025-03-27 17:34:40.971915
nerve and bone liniment,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0000JNHGF,2023-03-27,0,17.0,1.0,0.0,2025-03-27 17:34:40.971915
borges olive oil m/s 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0000TREW,2025-02-27,0,68.0,1.1333333333333333,0.0,2025-03-27 17:34:40.971915
amlodipine 5mg tablet 28's teva,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,852741YT,2026-11-30,12,15.4,1.1785714285714286,10.181818181818182,2025-04-01 21:56:30.062824
riker on 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0000TYREW,2024-02-29,0,8.0,4.921348314606742,0.0,2025-03-27 17:34:40.971915
artrifan 20/120 dispersible,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0000963LKJ,2022-04-29,0,10.0,1.0,0.0,2025-03-27 17:34:40.971915
artrifan 20/120mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,000ppllkk,2023-01-29,0,18.0,1.4666666666666666,0.0,2025-03-27 17:34:40.971915
daraprim tablet,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0000nmhyt,2023-02-26,0,10.0,2.7142857142857144,0.0,2025-03-27 17:34:40.971915
nose mask,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,003344y,2022-02-27,0,2.0,2.8181818181818183,0.0,2025-03-27 17:34:40.971915
novacold tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12345,2024-02-29,0,4.0,1.564102564102564,0.0,2025-03-27 17:34:40.971915
amiclox 500mg caps 100's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0403V,2023-03-01,0,0.5,21.666666666666668,0.0,2025-03-27 17:34:40.971915
aria rapid test kit,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,F0516Q2D00,2024-05-24,23,35.0,1.0,23.0,2025-04-14 17:34:40.971915
plaster(rolled)4inch,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-02-24,0,14.0,1.0,0.0,2025-03-27 17:34:40.971915
plaster(rolled)2inch,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-02-24,0,12.0,1.0,0.0,2025-03-27 17:34:40.971915
plaster strips dis,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,01082018,2024-12-02,82,0.8,7.180555555555555,11.41972920696325,2025-04-03 03:39:05.575397
amlo-denk 5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,24853,2022-05-01,0,1.3,7.5,0.0,2025-03-27 17:34:40.971915
amoxycillin caps 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0402W,2023-02-01,0,8.0,2.4210526315789473,0.0,2025-03-27 17:34:40.971915
wellman drink 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,moik22200kl,2025-02-28,0,30.0,1.1428571428571428,0.0,2025-03-27 17:34:40.971915
welch's fruit drink,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,987712lkj,2022-02-27,0,8.0,1.3333333333333333,0.0,2025-03-27 17:34:40.971915
pr zinc pediatric 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XCV000009,2023-02-28,0,2.0,1.4,0.0,2025-03-27 17:34:40.971915
pr zinc 10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XSAZ000005,2023-01-29,0,1.0,1.8333333333333333,0.0,2025-03-27 17:34:40.971915
exforge hct 5/160/12.5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XZS43789M,2027-02-27,6,106.0,2.0,3.0,2025-03-27 17:34:40.971915
zymax azithromycin 500mg tab 3's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,02541lko,2027-11-30,11,32.0,1.2654867256637168,8.692307692307693,2025-03-31 10:11:36.356530
mmt,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,02540009iuy,2023-01-31,0,6.0,1.0810810810810811,0.0,2025-03-27 17:34:40.971915
strepsils honey/lemon lozenges 16's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,00909eetyu,2025-10-31,0,5.0,8.090909090909092,0.0,2025-03-27 17:34:40.971915
polygynax pess 12's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,909009st,2025-06-30,1,186.0,1.0,1.0,2025-03-27 17:34:40.971915
metrolex-f metro/furazolidine 150mg /5ml susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,oo09o7p35,2026-05-28,4,42.0,1.0462962962962963,3.8230088495575223,2025-03-27 17:34:40.971915
candid v6,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,oopio4rtyu,2025-01-31,0,22.5,1.0,0.0,2025-03-27 17:34:40.971915
impressor caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,09904rthy,2023-03-31,0,63.0,1.1538461538461537,0.0,2025-03-27 17:34:40.971915
