,CATEGORY,PRODUCT,DATE,CUSTOMER NAME,STATUS,INVOICE NUMBER,UNIT,QTY,UNIT PRICE,TOTAL AMOUNT,ENCOUNTER TYPE,CREATED BY
5468,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-12-02,,Paid,IN-OCL-041178-7,,2,1.5,3.0,walk-in,Felicia Gassenu
5469,Non-medical,Zincovite Tab,2024-12-02,,Paid,IN-OCL-041177-2,gram,1,58.7,58.7,walk-in,Felicia Gassenu
5470,Medical,Disposable Gloves 1 Pair,2024-12-02,,Paid,IN-OCL-041176-9,pc,2,1.8,3.6,walk-in,Stella Anane
5471,Non-medical,RAPINOL TABS,2024-12-02,,Paid,IN-OCL-041175-4,Tablets,2,1.8,3.6,walk-in,Stella Anane
5472,Non-medical,Citro C 100mg Tab,2024-12-02,,Paid,IN-OCL-041175-4,gram,1,3.5,3.5,walk-in,Stella Anane
5473,Non-medical,ZENTEL ALBENDAZOLE 200MG TAB 2'S,2024-12-02,,Paid,IN-OCL-041174-1,Pack,2,19.0,38.0,walk-in,Stella Anane
5474,Non-medical,COA MIXTURE 250ml,2024-12-02,,Paid,IN-OCL-041174-1,Container,1,100.0,100.0,walk-in,Stella Anane
5467,Medical,BEL-AQUA WATER M/S,2024-12-02,,Paid,IN-OCL-041179-2,ml,1,3.5,3.5,walk-in,Felicia Gassenu
5475,Non-medical,COA PLUS MIXTURE,2024-12-02,,Paid,IN-OCL-041174-1,ml,1,200.0,200.0,walk-in,Stella Anane
5372,Non-medical,MARTINS LIVER SALT LEMON,2024-12-03,,Paid,IN-OCL-041244-9,sachet,2,2.0,4.0,walk-in,Felicia Gassenu
5373,Non-medical,NAZO CREAM,2024-12-03,,Paid,IN-OCL-041243-9,Piece,2,5.0,10.0,walk-in,Felicia Gassenu
5374,Non-medical,SHALTOUX LOZENGES,2024-12-03,,Paid,IN-OCL-041242-1,Container,6,1.0,6.0,walk-in,Felicia Gassenu
5375,Non-medical,EPIDERM CREAM 30G (SHALINA),2024-12-03,,Paid,IN-OCL-041241-8,gram,1,10.0,10.0,walk-in,Felicia Gassenu
5376,Non-medical,ZENTEL ALBENDAZOLE 200MG TAB 2'S,2024-12-03,,Paid,IN-OCL-041240-8,Pack,1,19.0,19.0,walk-in,Felicia Gassenu
5380,Non-medical,FISHERMAN'S FRIEND,2024-12-03,,Paid,IN-OCL-041237-8,sachet,1,28.0,28.0,walk-in,Felicia Gassenu
5378,Medical,AWAKE WATER 500ML,2024-12-03,,Paid,IN-OCL-041238-2,ml,1,2.5,2.5,walk-in,Felicia Gassenu
5379,Non-medical,BORGES OLIVE OIL B/S(250ML),2024-12-03,,Paid,IN-OCL-041237-8,Bottle,1,95.0,95.0,walk-in,Felicia Gassenu
5381,Non-medical,WELLVITE VIT C+ZINC,2024-12-03,,Paid,IN-OCL-041237-8,pc,1,42.0,42.0,walk-in,Felicia Gassenu
5382,Medical,COTTON WOOL 50MG,2024-12-03,,Paid,IN-OCL-041236-6,Piece,1,12.5,12.5,walk-in,Felicia Gassenu
5371,Non-medical,DYNEWELL TABS,2024-12-03,,Paid,IN-OCL-041244-9,ml,2,2.0,4.0,walk-in,Felicia Gassenu
5377,Non-medical,MIST MAG. TRISILICATE 200ML,2024-12-03,,Paid,IN-OCL-041239-2,Bottle,1,9.0,9.0,walk-in,Felicia Gassenu
5370,Non-medical,VIN-C ASCORBIC ACID 100MG,2024-12-03,,Paid,IN-OCL-041244-9,Tab,1,2.5,2.5,walk-in,Felicia Gassenu
5361,Non-medical,CYPRODINE CAPS,2024-12-03,,Paid,IN-OCL-041251-6,,1,102.0,102.0,walk-in,Felicia Gassenu
5368,Non-medical,Citro C 100mg Tab,2024-12-03,,Paid,IN-OCL-041245-2,gram,1,3.5,3.5,walk-in,Felicia Gassenu
5367,Non-medical,FOLIC ACID TABS 5MG(P'NOVA) 1000'S PACK,2024-12-03,,Paid,IN-OCL-041246-0,Pack,4,1.0,4.0,walk-in,Felicia Gassenu
5366,Non-medical,GR-MOX AMOXYCILLIN CAPS 150MG,2024-12-03,,Paid,IN-OCL-041247-0,Box,1,17.5,17.5,walk-in,Felicia Gassenu
5365,Non-medical,LYDIA POSTPILL,2024-12-03,,Paid,IN-OCL-041248-5,Pack,1,17.8,17.8,walk-in,Felicia Gassenu
5364,Non-medical,EPIDERM CREAM 30G (SHALINA),2024-12-03,,Paid,IN-OCL-041248-5,gram,1,10.0,10.0,walk-in,Felicia Gassenu
5363,Non-medical,DICLOLEX 100MG SUPPOSITORY,2024-12-03,,Paid,IN-OCL-041249-3,gram,3,3.2,9.6,walk-in,Felicia Gassenu
5362,Non-medical,LYDIA POSTPILL,2024-12-03,,Paid,IN-OCL-041250-0,Pack,1,17.8,17.8,walk-in,Felicia Gassenu
5360,Non-medical,VERMOX ORAL TABLET 500MG,2024-12-03,,Paid,IN-OCL-041252-7,,1,27.0,27.0,walk-in,Felicia Gassenu
5359,Non-medical,GEBEDOL EXTRA,2024-12-03,,Paid,IN-OCL-041253-5,Tab,1,6.2,6.2,walk-in,Felicia Gassenu
5358,Non-medical,MUCOLEX ADULT SYRUP 125ML,2024-12-03,,Paid,IN-OCL-041254-7,ml,1,45.0,45.0,walk-in,Felicia Gassenu
5357,Non-medical,IBUPROFEN 400MG ESKAY,2024-12-03,,Paid,IN-OCL-041255-3,pc,2,3.0,6.0,walk-in,Felicia Gassenu
5356,Non-medical,SHALTOUX LOZENGES,2024-12-03,,Paid,IN-OCL-041255-3,Container,4,1.0,4.0,walk-in,Felicia Gassenu
5383,Non-medical,SHALTOUX LOZENGES,2024-12-03,,Paid,IN-OCL-041235-2,Container,20,1.0,20.0,walk-in,Felicia Gassenu
5369,Non-medical,BECOACTIN SYRUP 200ML,2024-12-03,,Paid,IN-OCL-041245-2,Bottle,1,26.0,26.0,walk-in,Felicia Gassenu
5384,Non-medical,RAPINOL TABS,2024-12-03,,Paid,IN-OCL-041234-1,Tablets,4,1.8,7.2,walk-in,Felicia Gassenu
5387,Non-medical,ATORVASTATIN 40MG,2024-12-03,,Paid,IN-OCL-041233-7,Pack,1,81.0,81.0,walk-in,Felicia Gassenu
5386,Non-medical,EFPAC TABLETS,2024-12-03,,Paid,IN-OCL-041233-7,Strip,2,3.0,6.0,walk-in,Felicia Gassenu
5385,Non-medical,TALGENTIS-5 30'S,2024-12-03,,Paid,IN-OCL-041233-7,Tablet,1,78.0,78.0,walk-in,Felicia Gassenu
5414,Non-medical,LYDIA POSTPILL,2024-12-03,,Paid,IN-OCL-041210-8,Pack,1,17.8,17.8,walk-in,Stella Anane
5413,Non-medical,DICLOLEX 100MG SUPPOSITORY,2024-12-03,,Paid,IN-OCL-041211-8,gram,5,3.2,16.0,walk-in,Stella Anane
5412,Non-medical,PILEX OINTMENT 30G,2024-12-03,,Paid,IN-OCL-041212-7,Tube,1,87.0,87.0,walk-in,Stella Anane
5411,Medical,AWAKE WATER 500ML,2024-12-03,,Paid,IN-OCL-041213-3,ml,1,2.5,2.5,walk-in,Stella Anane
5410,Non-medical,PRIMOLUT N TABS,2024-12-03,,Paid,IN-OCL-041214-8,Tab,8,6.2,49.6,walk-in,Stella Anane
5408,Non-medical,METAGYL METRONIDAZOLE 400MG TAB 280'S,2024-12-03,,Paid,IN-OCL-041216-0,Tablet,2,4.0,8.0,walk-in,Stella Anane
5407,Non-medical,ORS PHYTO-RIKER,2024-12-03,,Paid,IN-OCL-041217-6,gram,1,2.0,2.0,walk-in,Stella Anane
5406,Non-medical,Citro C 100mg Tab,2024-12-03,,Paid,IN-OCL-041218-2,gram,1,3.5,3.5,walk-in,Stella Anane
5405,Non-medical,MARTINS LIVER SALT LEMON,2024-12-03,,Paid,IN-OCL-041218-2,sachet,1,2.0,2.0,walk-in,Stella Anane
5404,Non-medical,Metformin (Denk)500mg Tab,2024-12-03,,Paid,IN-OCL-041219-1,gram,20,2.0,40.0,walk-in,Stella Anane
5403,Non-medical,ZINTAB 10 DISPERSIBLE TAB MGP,2024-12-03,,Paid,IN-OCL-041220-2,Tablet,1,2.0,2.0,walk-in,Stella Anane
5402,Non-medical,NODIUM CAPSULES,2024-12-03,,Paid,IN-OCL-041221-6,Capsule,1,3.6,3.6,walk-in,Stella Anane
5409,Non-medical,VERMOX ORAL TABLET 500MG,2024-12-03,,Paid,IN-OCL-041215-4,,1,27.0,27.0,walk-in,Stella Anane
5400,Non-medical,LUEX FLUREST COLD AND FLU TABLETS,2024-12-03,,Paid,IN-OCL-041223-9,,1,48.5,48.5,walk-in,Stella Anane
5388,Non-medical,AMLODIPINE 5MG TABLET 28'S TEVA,2024-12-03,,Paid,IN-OCL-041233-7,Tablet,1,15.0,15.0,walk-in,Felicia Gassenu
5401,Medical,AWAKE WATER 500ML,2024-12-03,,Paid,IN-OCL-041222-5,ml,1,2.5,2.5,walk-in,Stella Anane
5389,Non-medical,GEBEDOL EXTRA,2024-12-03,,Paid,IN-OCL-041232-1,Tab,1,6.2,6.2,walk-in,Felicia Gassenu
5390,Medical,AWAKE WATER 500ML,2024-12-03,,Paid,IN-OCL-041231-7,ml,1,2.5,2.5,walk-in,Felicia Gassenu
5392,Non-medical,PARA-DENK PARACETAMOL 250MG SUPP 10'S,2024-12-03,,Paid,IN-OCL-041229-6,Tablet,1,7.0,7.0,walk-in,Felicia Gassenu
5393,Non-medical,SURFAZ - SN CREAM 15G,2024-12-03,,Paid,IN-OCL-041228-2,Cream,1,33.5,33.5,walk-in,Felicia Gassenu
5391,Non-medical,LEVON 2 TAB POST PILL,2024-12-03,,Paid,IN-OCL-041230-2,Pack,1,14.0,14.0,walk-in,Felicia Gassenu
5394,Non-medical,NUGEL O ANTACID SUSP 200ML,2024-12-03,,Paid,IN-OCL-041227-5,Bottle,1,67.0,67.0,walk-in,Felicia Gassenu
5395,Non-medical,TOUCH AND GO TOOTHACHE SOLUTION (AYRTON),2024-12-03,,Paid,IN-OCL-041226-1,ml,1,52.0,52.0,walk-in,Stella Anane
5396,Non-medical,FLUCONA FLUCONAZOLE DENK 150MG CAP 1'S,2024-12-03,,Paid,IN-OCL-041225-4,Tablet,1,57.0,57.0,walk-in,Stella Anane
5397,Non-medical,NANA AGYEI CAPSULES,2024-12-03,,Paid,IN-OCL-041225-4,Pack,2,3.0,6.0,walk-in,Stella Anane
5398,Non-medical,MIST SENNACO 200ML,2024-12-03,,Paid,IN-OCL-041224-4,ml,1,7.5,7.5,walk-in,Stella Anane
5399,Non-medical,STREPSILS SORE THROAT & COUGH LOZENGE 24'S,2024-12-03,,Paid,IN-OCL-041223-9,Tablet,5,5.2,26.0,walk-in,Stella Anane
5308,Non-medical,MALARIA ANTIGEN TEST,2024-12-04,,Paid,IN-OCL-041293-3,-,2,12.0,24.0,walk-in,Felicia Gassenu
5304,Non-medical,GR-MOX AMOXYCILLIN CAPS 150MG,2024-12-04,,Paid,IN-OCL-041296-3,Box,1,17.5,17.5,walk-in,Felicia Gassenu
5305,Non-medical,LONART DS,2024-12-04,,Paid,IN-OCL-041295-0,Tab,1,36.0,36.0,walk-in,Felicia Gassenu
5306,Medical,GAUZE BANDAGE B/S 6'' 15CM,2024-12-04,,Paid,IN-OCL-041294-4,Bundle,1,3.0,3.0,walk-in,Felicia Gassenu
5307,Non-medical,PENICILIN V 125MG,2024-12-04,,Paid,IN-OCL-041294-4,,1,2.5,2.5,walk-in,Felicia Gassenu
5303,Non-medical,NEXIUM 10MG SACHET,2024-12-04,,Paid,IN-OCL-041297-9,sachet,4,25.2,100.8,walk-in,Felicia Gassenu
5309,Non-medical,Ventolin Inhaler,2024-12-04,,Paid,IN-OCL-041292-6,pc,1,77.4,77.4,walk-in,Felicia Gassenu
5315,Non-medical,ZENTEL ALBENDAZOLE 200MG TAB 2'S,2024-12-04,,Paid,IN-OCL-041288-9,Pack,1,19.0,19.0,walk-in,Felicia Gassenu
5311,Non-medical,ZUBES CHILDRENS COUGH SYRUP 60ML,2024-12-04,,Paid,IN-OCL-041290-4,Bottle,1,27.8,27.8,walk-in,Felicia Gassenu
5312,Non-medical,VIN-C ASCORBIC ACID 100MG,2024-12-04,,Paid,IN-OCL-041289-3,Tab,2,2.5,5.0,walk-in,Felicia Gassenu
5313,Non-medical,NO.10 LIVERSALT ERN,2024-12-04,,Paid,IN-OCL-041288-9,sachet,2,2.0,4.0,walk-in,Felicia Gassenu
5314,Non-medical,MULTIVITAMIN TABLET,2024-12-04,,Paid,IN-OCL-041288-9,,1,1.0,1.0,walk-in,Felicia Gassenu
5316,Non-medical,1ST AID PREGNANCY TEST,2024-12-04,,Paid,IN-OCL-041287-6,-,1,35.5,35.5,walk-in,Felicia Gassenu
5302,Non-medical,KOSA SALINE NASAL DROP,2024-12-04,,Paid,IN-OCL-041298-7,Container,1,8.0,8.0,walk-in,Felicia Gassenu
5310,Non-medical,LYDIA POSTPILL,2024-12-04,,Paid,IN-OCL-041291-8,Pack,1,17.8,17.8,walk-in,Felicia Gassenu
5301,Non-medical,FLUXAMOX CAPSULES 200'S,2024-12-04,,Paid,IN-OCL-041299-3,Tablet,2,16.0,32.0,walk-in,Felicia Gassenu
5287,Non-medical,DRAGON SPRAY,2024-12-04,,Paid,IN-OCL-041308-8,Pack,1,48.0,48.0,walk-in,Felicia Gassenu
5299,Non-medical,Citro C 100mg Tab,2024-12-04,,Paid,IN-OCL-041301-4,gram,1,3.5,3.5,walk-in,Felicia Gassenu
5284,Non-medical,MYCOSTAT CAPS,2024-12-04,,Paid,IN-OCL-041309-2,,1,11.2,11.2,walk-in,Felicia Gassenu
5285,Non-medical,CLOTRIMAZOLE VAGINAL TABLETS USP (VAGINAX-100),2024-12-04,,Paid,IN-OCL-041309-2,Pack,1,10.0,10.0,walk-in,Felicia Gassenu
5286,Non-medical,MIST POT CIT,2024-12-04,,Paid,IN-OCL-041309-2,gram,1,10.0,10.0,walk-in,Felicia Gassenu
5288,Non-medical,MYCOSTAT CAPS,2024-12-04,,Paid,IN-OCL-041307-2,,1,11.2,11.2,walk-in,Felicia Gassenu
5289,Non-medical,RHIZIN CETIRIZINE 10MG TAB 100'S,2024-12-04,,Paid,IN-OCL-041306-4,Tablet,1,2.0,2.0,walk-in,Felicia Gassenu
5290,Non-medical,MARK 11 INHALER,2024-12-04,,Paid,IN-OCL-041306-4,gram,1,17.0,17.0,walk-in,Felicia Gassenu
5291,Non-medical,VIN-C ASCORBIC ACID 100MG,2024-12-04,,Paid,IN-OCL-041306-4,Tab,1,2.5,2.5,walk-in,Felicia Gassenu
5292,Non-medical,FEROGLOBIN CAPS 30'S,2024-12-04,,Paid,IN-OCL-041306-4,Pack,1,131.0,131.0,walk-in,Felicia Gassenu
5293,Non-medical,METAGYL METRONIDAZOLE 400MG TAB 280'S,2024-12-04,,Paid,IN-OCL-041305-1,Tablet,1,4.0,4.0,walk-in,Felicia Gassenu
5294,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-12-04,,Paid,IN-OCL-041305-1,,1,1.5,1.5,walk-in,Felicia Gassenu
5317,Non-medical,MYCOLEX 3 TRIPLE ACTION CREAM30G,2024-12-04,,Paid,IN-OCL-041286-3,Tube,1,42.0,42.0,walk-in,Felicia Gassenu
5295,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-12-04,,Paid,IN-OCL-041304-8,,1,1.5,1.5,walk-in,Felicia Gassenu
5296,Non-medical,STREPSILS SORE THROAT & COUGH LOZENGE 24'S,2024-12-04,,Paid,IN-OCL-041303-5,Tablet,6,5.2,31.2,walk-in,Felicia Gassenu
5297,Non-medical,Coldrilif capsules,2024-12-04,,Paid,IN-OCL-041303-5,Pack,1,8.0,8.0,walk-in,Felicia Gassenu
5298,Non-medical,GEBEDOL EXTRA,2024-12-04,,Paid,IN-OCL-041302-0,Tab,1,6.2,6.2,walk-in,Felicia Gassenu
5300,Non-medical,ZULU-100 TABS,2024-12-04,,Paid,IN-OCL-041300-4,Tablets,1,9.5,9.5,walk-in,Felicia Gassenu
5318,Non-medical,MIKAMOL SYRUP PARACETAMOL 125ML,2024-12-04,,Paid,IN-OCL-041285-7,ml,1,9.0,9.0,walk-in,Felicia Gassenu
5344,Non-medical,SHALTOUX LOZENGES,2024-12-04,,Paid,IN-OCL-041263-0,Container,1,1.0,1.0,walk-in,Stella Anane
5320,Non-medical,Citro C 100mg Tab,2024-12-04,,Paid,IN-OCL-041283-1,gram,2,3.5,7.0,walk-in,Felicia Gassenu
5340,Non-medical,LINCTUS ADULT 100ML (DANNEX),2024-12-04,,Paid,IN-OCL-041266-4,ml,2,14.0,28.0,walk-in,Stella Anane
5341,Non-medical,AMOKSIKLAV TAB 625MG,2024-12-04,,Paid,IN-OCL-041266-4,gram,1,90.0,90.0,walk-in,Stella Anane
5342,Medical,AWAKE WATER 500ML,2024-12-04,,Send to cashier,IN-OCL-041265-1,ml,2,2.5,5.0,walk-in,Stella Anane
5343,Medical,AWAKE WATER 500ML,2024-12-04,,Send to cashier,IN-OCL-041264-3,ml,1,2.5,2.5,walk-in,Stella Anane
5345,Non-medical,Citro C 100mg Tab,2024-12-04,,Paid,IN-OCL-041262-0,gram,1,3.5,3.5,walk-in,Stella Anane
5346,Non-medical,ZUBES LOZENGES,2024-12-04,,Paid,IN-OCL-041261-8,Tablets,2,3.0,6.0,walk-in,Stella Anane
5347,Non-medical,CHLORAMPHENICOL 1% OINTMENT 5G,2024-12-04,,Paid,IN-OCL-041261-8,Box,1,10.0,10.0,walk-in,Stella Anane
5348,Non-medical,AMOKSIKLAV AMOXICILIN/CLAVULANIC SUSP 457MG GSK,2024-12-04,,Paid,IN-OCL-041261-8,Bottle,1,74.0,74.0,walk-in,Stella Anane
5349,Non-medical,SHALTOUX LOZENGES,2024-12-04,,Paid,IN-OCL-041260-4,Container,2,1.0,2.0,walk-in,Stella Anane
5350,Medical,AWAKE WATER 500ML,2024-12-04,,Partial paid,IN-OCL-041259-3,ml,1,2.5,2.5,walk-in,Stella Anane
5351,Non-medical,FIESTA CONDOMS CLASSIC,2024-12-04,,Paid,IN-OCL-041258-8,gram,1,7.0,7.0,walk-in,Stella Anane
5352,Non-medical,DRAGON LOZENGES 20mg,2024-12-04,,Paid,IN-OCL-041258-8,Tablet,1,10.0,10.0,walk-in,Stella Anane
5353,Non-medical,MR Q,2024-12-04,,Paid,IN-OCL-041258-8,Vial,1,11.0,11.0,walk-in,Stella Anane
5354,Non-medical,PALIDAR (SULPHADOXINE & PYRIMETHAMINE),2024-12-04,,Paid,IN-OCL-041257-4,sachet,1,2.7,2.7,walk-in,Stella Anane
5355,Non-medical,DICLOLEX 100MG SUPPOSITORY,2024-12-04,,Paid,IN-OCL-041256-4,gram,3,3.2,9.6,walk-in,Stella Anane
5339,Non-medical,HISTAZINE TAB  10MG,2024-12-04,,Paid,IN-OCL-041266-4,gram,1,1.8,1.8,walk-in,Stella Anane
5338,Non-medical,MARTINS LIVER SALT LEMON,2024-12-04,,Paid,IN-OCL-041267-1,sachet,2,2.0,4.0,walk-in,Stella Anane
5319,Non-medical,SHALTOUX LOZENGES,2024-12-04,,Paid,IN-OCL-041284-9,Container,1,1.0,1.0,walk-in,Felicia Gassenu
5336,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-12-04,,Paid,IN-OCL-041269-9,,1,1.5,1.5,walk-in,Stella Anane
5337,Non-medical,Prednisolone Tablet 5mg (Ernest Chem),2024-12-04,,Paid,IN-OCL-041268-3,gram,2,2.0,4.0,walk-in,Stella Anane
5321,Non-medical,COTTON WOOL S/S 100GM,2024-12-04,,Paid,IN-OCL-041282-9,gram,1,21.0,21.0,walk-in,Felicia Gassenu
5322,Non-medical,Gebedol,2024-12-04,,Paid,IN-OCL-041281-1,Pack,1,4.0,4.0,walk-in,Felicia Gassenu
5323,Non-medical,MALAR 2 FORTE DS,2024-12-04,,Paid,IN-OCL-041281-1,gram,1,28.0,28.0,walk-in,Felicia Gassenu
5325,Non-medical,NANA AGYEI CAPSULES,2024-12-04,,Paid,IN-OCL-041279-6,Pack,2,3.0,6.0,walk-in,Stella Anane
5326,Non-medical,SALO COLD SYRUP 100ML CHILDREN,2024-12-04,,Paid,IN-OCL-041278-9,Bottle,1,13.0,13.0,walk-in,Stella Anane
5327,Non-medical,AMOKSIKLAV AMOXICILIN/CLAVULANIC SUSP 457MG GSK,2024-12-04,,Paid,IN-OCL-041277-0,Bottle,1,74.0,74.0,walk-in,Stella Anane
5324,Non-medical,LADINAS TABS,2024-12-04,,Paid,IN-OCL-041280-5,Tablets,1,16.0,16.0,walk-in,Felicia Gassenu
5329,Non-medical,ZENTEL SUSP. 20ML,2024-12-04,,Paid,IN-OCL-041276-0,ml,1,39.4,39.4,walk-in,Stella Anane
5330,Non-medical,Citro C 100mg Tab,2024-12-04,,Paid,IN-OCL-041275-7,gram,1,3.5,3.5,walk-in,Stella Anane
5331,Non-medical,Gebedol,2024-12-04,,Paid,IN-OCL-041274-4,Pack,1,4.0,4.0,walk-in,Stella Anane
5332,Non-medical,FUNBACT-A TRIPPLE ACTION,2024-12-04,,Paid,IN-OCL-041273-9,Tube,1,14.7,14.7,walk-in,Stella Anane
5333,Non-medical,NO.10 LIVERSALT ERN,2024-12-04,,Paid,IN-OCL-041272-3,sachet,10,2.0,20.0,walk-in,Stella Anane
5334,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-12-04,,Paid,IN-OCL-041271-1,,2,1.5,3.0,walk-in,Stella Anane
5335,Non-medical,NO.10 LIVERSALT ERN,2024-12-04,,Paid,IN-OCL-041270-7,sachet,2,2.0,4.0,walk-in,Stella Anane
5328,Non-medical,SALO COLD SYRUP 100ML CHILDREN,2024-12-04,,Paid,IN-OCL-041277-0,Bottle,1,13.0,13.0,walk-in,Stella Anane
5230,Non-medical,METAGYL METRONIDAZOLE 400MG TAB 280'S,2024-12-05,,Paid,IN-OCL-041346-4,Tablet,2,4.0,8.0,walk-in,Janet Nyamekye
5224,Non-medical,Gebedol,2024-12-05,,Paid,IN-OCL-041351-9,Pack,1,4.0,4.0,walk-in,Janet Nyamekye
5225,Non-medical,MARK 11 INHALER,2024-12-05,,Paid,IN-OCL-041350-1,gram,1,17.0,17.0,walk-in,Janet Nyamekye
5226,Non-medical,CO-TRIMOXAZOLE TABS 80/400MG PHYTO-RIKER,2024-12-05,,Paid,IN-OCL-041349-2,Strip,3,1.5,4.5,walk-in,Janet Nyamekye
5227,Non-medical,FIESTA CONDOMS CLASSIC,2024-12-05,,Paid,IN-OCL-041348-6,gram,1,7.0,7.0,walk-in,Janet Nyamekye
5228,Medical,EBONY CONDOM,2024-12-05,,Paid,IN-OCL-041348-6,Pack,1,5.0,5.0,walk-in,Janet Nyamekye
5229,Non-medical,MIST SENNACO 200ML,2024-12-05,,Paid,IN-OCL-041347-2,ml,1,7.5,7.5,walk-in,Janet Nyamekye
5231,Non-medical,GR-MOX AMOXYCILLIN CAPS 150MG,2024-12-05,,Paid,IN-OCL-041346-4,Box,1,17.5,17.5,walk-in,Janet Nyamekye
5239,Non-medical,Coldrilif capsules,2024-12-05,,Paid,IN-OCL-041339-6,Pack,1,8.0,8.0,walk-in,Janet Nyamekye
5233,Non-medical,BECOACTIN TABLET,2024-12-05,,Paid,IN-OCL-041344-8,Box,1,30.0,30.0,walk-in,Janet Nyamekye
5234,Non-medical,RHIZIN CETIRIZINE 10MG TAB 100'S,2024-12-05,,Paid,IN-OCL-041343-5,Tablet,2,2.0,4.0,walk-in,Janet Nyamekye
5235,Non-medical,RHIZIN CETIRIZINE 10MG TAB 100'S,2024-12-05,,Paid,IN-OCL-041342-9,Tablet,1,2.0,2.0,walk-in,Janet Nyamekye
5236,Non-medical,REDSUN JELLY 100mg 4's,2024-12-05,,Paid,IN-OCL-041341-2,,1,13.3,13.3,walk-in,Janet Nyamekye
5237,Non-medical,LUEX FLUREST COLD AND FLU TABLETS,2024-12-05,,Paid,IN-OCL-041340-0,,1,48.5,48.5,walk-in,Janet Nyamekye
5238,Non-medical,ZULU-100 TABS,2024-12-05,,Paid,IN-OCL-041340-0,Tablets,1,9.5,9.5,walk-in,Janet Nyamekye
5223,Non-medical,MARTINS LIVER SALT LEMON,2024-12-05,,Paid,IN-OCL-041352-0,sachet,2,2.0,4.0,walk-in,Janet Nyamekye
5240,Non-medical,VISCOF-S EXPECTORANT,2024-12-05,,Paid,IN-OCL-041339-6,Bottle,1,42.5,42.5,walk-in,Janet Nyamekye
5232,Non-medical,Citro C 100mg Tab,2024-12-05,,Paid,IN-OCL-041345-2,gram,1,3.5,3.5,walk-in,Janet Nyamekye
5222,Non-medical,NO.10 LIVERSALT ERN,2024-12-05,,Paid,IN-OCL-041353-8,sachet,5,2.0,10.0,walk-in,Janet Nyamekye
5214,Non-medical,Prednisolone Tablet 5mg (Ernest Chem),2024-12-05,,Paid,IN-OCL-041360-2,gram,3,2.0,6.0,walk-in,Janet Nyamekye
5220,Non-medical,Gebedol,2024-12-05,,Paid,IN-OCL-041355-6,Pack,1,4.0,4.0,walk-in,Janet Nyamekye
5202,Non-medical,NO.10 LIVERSALT ERN,2024-12-05,,Paid,IN-OCL-041365-4,sachet,3,2.0,6.0,walk-in,Janet Nyamekye
5203,Non-medical,SHALTOUX LOZENGES,2024-12-05,,Partial paid,IN-OCL-041364-9,Container,1,1.0,1.0,walk-in,Janet Nyamekye
5241,Non-medical,NODIUM CAPSULES,2024-12-05,,Paid,IN-OCL-041338-6,Capsule,1,3.6,3.6,walk-in,Janet Nyamekye
5205,Non-medical,AMOKSIKLAV AMOXICILIN/CLAVULANIC SUSP 457MG GSK,2024-12-05,,Paid,IN-OCL-041363-1,Bottle,1,74.0,74.0,walk-in,Janet Nyamekye
5206,Non-medical,MIST POT CIT,2024-12-05,,Paid,IN-OCL-041362-2,gram,1,10.0,10.0,walk-in,Janet Nyamekye
5207,Non-medical,RHIZIN CETIRIZINE 10MG TAB 100'S,2024-12-05,,Paid,IN-OCL-041362-2,Tablet,1,2.0,2.0,walk-in,Janet Nyamekye
5208,Non-medical,IBUPROFEN 400MG ESKAY,2024-12-05,,Paid,IN-OCL-041362-2,pc,1,3.0,3.0,walk-in,Janet Nyamekye
5209,Non-medical,AZITHROMYCIN 500MG ORANGE,2024-12-05,,Paid,IN-OCL-041362-2,Box,1,18.0,18.0,walk-in,Janet Nyamekye
5210,Non-medical,ENACEF CEFUROXIME 500MG TAB 10'S ECL,2024-12-05,,Paid,IN-OCL-041362-2,Tablet,1,71.2,71.2,walk-in,Janet Nyamekye
5211,Non-medical,WELLS CASTOR OIL 700MLS,2024-12-05,,Paid,IN-OCL-041361-3,Bottle,1,39.5,39.5,walk-in,Janet Nyamekye
5212,Non-medical,ZENTEL ALBENDAZOLE 200MG TAB 2'S,2024-12-05,,Paid,IN-OCL-041361-3,Pack,1,19.0,19.0,walk-in,Janet Nyamekye
5213,Non-medical,ZENTEL SUSP. 20ML,2024-12-05,,Paid,IN-OCL-041361-3,ml,1,39.4,39.4,walk-in,Janet Nyamekye
5215,Non-medical,EFPAC TABLETS,2024-12-05,,Paid,IN-OCL-041359-3,Strip,1,3.0,3.0,walk-in,Janet Nyamekye
5216,Non-medical,YAZZ SANITARY PAD,2024-12-05,,Paid,IN-OCL-041358-2,Pack,1,19.5,19.5,walk-in,Janet Nyamekye
5217,Non-medical,EASYCARE FABRIC PLASTERS SACHET,2024-12-05,,Paid,IN-OCL-041357-2,Piece,10,1.8,18.0,walk-in,Janet Nyamekye
5218,Non-medical,LEXSPORIN ANTIBIOTIC OINTMENT 20G,2024-12-05,,Paid,IN-OCL-041357-2,Tube,1,67.5,67.5,walk-in,Janet Nyamekye
5219,Non-medical,Metrolex F,2024-12-05,,Paid,IN-OCL-041356-3,gram,1,32.0,32.0,walk-in,Janet Nyamekye
