,PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,UNIT,QUANTITY LEFT,BASE PRICE LIST
621,comit-100 tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B1AGP002,2025-02-18,gram,2,38.0
622,nana agyei capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,022,2026-11-30,Pack,0,3.0
623,mercy ointment,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XY1564,2027-01-08,Tube,0,8.4
624,chloramphenicol caps 250mg (letap),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0620372,2027-04-30,Strip,50,5.5
625,stugeron 50 tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21EQ019,2027-05-31,gram,13,3.0
626,omesk omeprazole 20mg sk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OP21002,2024-01-31,Capsule,0,6.0
627,dexorange plus 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KE22001,2024-02-28,Bottle,0,25.0
628,pepsodent triple protection 140g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,C44010,2025-08-06,Pack,0,21.6
629,linctus adult 100ml (dannex),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2210308,2026-10-06,ml,2,14.0
630,enacef cefuroxime 500mg tab 10's ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,121OY,2026-10-31,Tablet,5,71.0
631,levothryoxine aristo 100mcg 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATC40,2024-07-02,Suppository,0,22.0
632,softcare sanitary pad,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1758WH,2026-06-30,Pack,5,16.0
633,yazz panty liner,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,028GD,2027-11-30,Piece,2,14.0
634,seczol ds 1g tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,M2112485,2024-08-01,gram,0,16.0
635,talgentis-5 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TT-040003,2026-08-31,Tablet,3,78.0
636,closol cream 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1001,2025-12-31,Tube,0,10.0
637,vitlife vitamin c +zin 15mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L2361/3,2025-12-01,Hospital Procedures,0,48.0
638,calpol  6 years+ susp 80ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,X2225R,2027-06-30,Bottle,3,146.5
639,polyfer  caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PF2F,2026-10-31,,1,12.0
640,foligrow junior tonic 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L039F005,2027-07-28,ml,4,26.0
641,infrared thermometer,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2026-02-28,Piece,1,600.0
642,tena adult diaper,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TR20180808,2024-02-28,Pack,0,80.0
643,maxitrol susp.  5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,vf178A,2024-11-22,Drop,0,54.0
644,always extra long,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1298270288,2027-10-31,Pack,2,21.0
645,se'clear eye/ear drops 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SP-172,2027-05-31,Vial,13,27.0
646,hepatitis b surface antigen,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOHHHHH6,2023-02-23,-,0,20.0
647,ascoryl plus syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E-531,2026-07-31,ml,0,17.5
648,azithromycin capsules (azilex) 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,26,2027-07-31,gram,10,32.0
649,polyfer 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E-501,2027-07-07,Bottle,5,15.0
650,polyfer forte 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E-562,2027-08-31,ml,3,25.0
651,supa santi premium adult diapers l,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2010202,2024-11-17,Piece,0,120.0
652,power house roll on 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,015411,2027-09-15,Pack,4,28.0
653,chloramphenicol 1% ointment 5g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CLM22136,2027-02-28,Box,7,10.0
654,histazine tab  10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HZT55670,2026-02-28,gram,124,1.8
655,sudocream 125g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JKKL557,2025-08-14,Tube,0,92.7
656,spanish fly liquid,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JKLA44267,2024-02-03,Bottle,0,68.0
657,valupak vitamin e 400iu,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L14713,2024-04-02,gram,4,93.0
658,hand sanitizer 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MJJJK5579,2024-02-02,Bottle,0,10.0
659,hand sanitizer  200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XZZCVJ22198,2026-02-28,Bottle,0,14.0
660,omega oil liniment 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2210002,2026-09-02,ml,1,24.0
661,bel-aqua active,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BBXCV2257,2026-06-30,Bottle,0,6.0
662,brainwise omega 3 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GBWA064,2025-07-02,Bottle,0,97.2
663,touch and go toothache solution (ayrton),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5899,2027-03-26,ml,3,52.0
664,tears natural 11,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,151PX4,2026-07-31,Pack,0,74.5
665,kidivite child multivitamin syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KMS33018,2023-09-25,Bottle,0,34.0
666,atorvastatin 20mg tab 28's teva,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23826,2024-04-25,Tablet,0,24.0
667,kidivite multivitamin drops 25ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ME22A61,2023-12-25,ml,0,33.0
668,vitafizz refervescent tabs 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,N9001FU,2023-11-25,Tablet,0,48.0
669,metronidazole 400mg tab 21's exeter,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,06077,2026-07-25,Pack,1,24.0
670,pregasafe 75mg tabs msn,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BRGP43229,2025-09-30,Tablet,0,120.0
671,jeditone cyproheptadine & multivitamins,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GXCCV904437,2024-01-23,Bottle,0,28.0
672,folic acid 5mg ( crescent ),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SCCT22475,2026-01-31,mg,2,21.0
673,fluconazole 150mg cap teva,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GZXXF55781,2027-04-30,Capsule,5,16.0
674,man-up capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JVC43301,2025-01-31,Capsule,0,290.0
675,aspirin 75mg dispersible tab 100's vega,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,220924,2027-03-16,Tablet,3,30.0
676,omeprazole 20mg caps milpharm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LC57131,2023-09-30,mg,0,31.0
677,apple cider vinegar borges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,30780,2025-09-19,Bottle,0,48.0
678,chocho soap,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0111,2025-08-18,Piece,0,11.7
679,zulu extra 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A22077,2025-02-16,mg,0,9.0
680,pepsodent perfect toothbrush,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,201012,2030-01-13,Piece,7,5.0
681,nivea rich nourishing 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12526174,2023-11-13,Pack,0,44.0
682,nivea men body lotion maximum hydration,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,14041374,2024-09-13,Container,0,44.0
683,nivea express hydration,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20327474,2024-06-13,Bottle,0,44.0
684,nivea body lotion shea smooth deep moisture serum,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,14552574,2024-10-13,Container,0,44.0
685,wellbaby multivitamin drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21496,2025-09-30,Liquid,0,144.0
686,onetouch select test strips,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OSTC34479,2024-01-12,Pack,0,360.0
687,foligrow tonic,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L025F016,2026-04-30,ml,3,51.0
688,sure deodorant spray 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SED741Q9,2025-01-12,Bottle,0,32.0
689,ncp antiseptic liquid 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0064001A,2025-07-11,Bottle,0,52.2
690,chocho cream (tube),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,012,2026-11-30,Tube,0,12.6
691,panadol extra tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2024-01-31,Strip,0,7.0
692,camel antiseptic 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2025-01-31,Bottle,0,26.0
693,savlon antiseptic  soln 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2027-01-31,Bottle,2,84.0
694,oral-b 2 in 1 toothpaste 120g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2025-01-31,Box,0,22.0
695,closeup paste s/s,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2024-01-31,Tube,0,21.0
696,colgate paste,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2025-01-31,Tube,0,21.0
697,pepsodent small size,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2024-01-31,Box,0,12.0
698,propa lady sanitary pad,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2024-01-31,Pack,0,18.0
699,yazz sanitary pad,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2027-01-31,Pack,3,19.5
700,medisoft mosqito repeleent 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2026-01-31,ml,0,15.0
701,amoxicillin & clavulanate potassium tabs 625mg (luex),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,lloLLKKJDRZ000987,2025-01-31,gram,0,60.0
702,avamys nasal spray susp 120 sprays,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ANS22391,2024-02-05,Spray container,0,216.0
703,valupak vit c eff.1000mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VCE24779,2025-07-31,pc,0,58.8
704,secnidazole 1g tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SNC872265,2024-02-05,gram,0,16.0
705,secnidex secnidazole 1g exeter,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SCN446213,2024-03-05,Tablet,0,15.0
706,blood pressure monitor cuff,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BPMC43779,2030-12-31,Bundle,8,140.0
707,imax delay spray,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20220901,2026-09-30,Container,0,68.0
708,hydrocortisone acetate cream bp 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BE2E01,2025-05-24,Pack,0,39.0
709,salo cold syrup 100ml children,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L252SCD,2026-12-24,Bottle,0,13.0
710,dexone 0.5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1082002,2024-07-24,Box,0,5.0
711,nasal inhaler luex,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LXC551277,2025-01-31,Container,7,11.7
712,fiesta strawberry lubricant,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2131240,2027-03-31,ml,10,55.5
713,our cod liver syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CDV543321,2023-10-23,ml,0,43.0
714,redsun capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CRL2101,2024-01-23,Capsule,0,22.0
715,tinatett malakare,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ML11213,2026-11-30,Bottle,4,34.0
716,rooter life,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8827,2024-08-14,Bottle,0,58.0
717,domi-30 domperidone supp 30mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A1ADH007,2026-06-30,mg,5,31.0
718,domi-10 suppository,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A1ADD015,2026-08-31,Suppository,3,25.0
719,omeprazole caps 40mg 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,19374,2023-05-10,Box,0,22.0
720,folic acid 5mg tab 28's exeter,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JXXC55123,2026-10-31,Pack,0,24.8
721,valupak garlic 3mg 30 tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L14887,2026-11-30,Bottle,0,26.0
722,avomine 25mg tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,32299972,2027-10-31,gram,0,2.0
723,funtime tingle lubricant,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,QCCX337889,2024-12-20,Bottle,0,35.0
724,funtime original lubricant,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,UVVB39722,2024-12-20,Bottle,0,35.0
725,funtime  warming lube,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JBBV42287,2024-12-20,pc,0,35.0
726,metronidazole 400mg 21's milpharm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FGZ197743,2025-01-19,Tab,0,42.0
727,honeykof w/h garlic herbal cough syp. 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0103Y,2025-08-16,ml,1,30.0
728,honeykof herbal cough syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0203Y,2025-03-16,ml,1,30.0
729,bells castor oil 70ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,460482,2026-05-16,Bottle,0,50.0
730,clearblue pregnancy test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BEN1742,2024-04-30,Pack,0,20.0
731,starwins milk of magnesia 360ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ST44J,2027-08-31,Bottle,7,50.0
732,glucose d letap,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGHHKKJDRZ000987,2022-12-24,Container,0,18.0
733,"plaster roll 6""",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJJY76T,2025-12-31,Roll,0,35.0
734,"actilife vitamin c,d&z",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKJJJK,2024-12-31,Piece,0,44.0
735,vitamin b-complex injection 1m/1v,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,82JJ,2023-01-31,vial,0,6.0
736,celebrex celecoxib 200mg 10's pfizer,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GC8046,2026-12-31,Tablet,3,183.0
737,asmanol tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,P990,2027-07-31,Tablets,49,4.8
738,valupak  evening primose oil 500mg  30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L14955,2025-12-06,Capsules,0,39.0
739,lisinopril 5mg tabs (teva),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1P17LL,2023-06-30,Tablet,0,18.0
740,gen-m tabs 80/480 6's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGBASACT000098,2024-09-30,Box,0,75.0
741,multi-action actifed tablets 12's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOKKJDRZ000987,2026-12-31,Tablet,0,167.0
742,sudocream 60g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCJKS70993,2025-05-09,gram,0,67.0
743,valupak omega-3 fish oil 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KLCV449013,2023-12-01,Capsule,0,57.0
744,gastrone antacid susp 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KBASACT000098,2026-11-25,Bottle,6,36.0
745,gastrone tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GJKL41227556,2027-05-31,Tablets,28,6.5
746,zincovite tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CAVBC5180977,2027-02-28,gram,0,58.7
747,major nasal drops 18ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOT2204002,2027-03-21,Box,5,22.8
748,wisdom mouthwash 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOT8210930,2026-09-21,ml,1,41.0
749,pectol fresh,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CO1122,2025-01-18,Pack,0,3.0
750,jet 2 lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L1032,2024-06-18,Box,0,3.0
751,woodward's gripe water 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOT2205801,2023-11-15,ml,0,72.0
752,ronaxicam cap 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YYTR1234,2024-11-30,pc,0,16.0
753,salbutamol ventolin inhaler,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOIKKJDRZ000987,2024-11-30,Tube,0,82.0
754,metagyl tablets 400mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIUKKJDRZ000987,2028-01-30,Tablet,0,4.0
755,metagyl tablets 200mg 500',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1KKKHH,2025-11-30,Tablet,0,3.0
756,septilin 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOKKKJDRZ000987,2025-11-30,ml,0,49.5
757,potassium citrate mixture,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YYTBASACT000098,2024-02-28,Bottle,0,52.0
758,lofnac-100  tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKOKKJDRZ000987,2025-11-30,Tablets,0,8.0
759,candid cream 20g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCKKJDRZ000987,2027-11-30,gram,10,28.0
760,ciprolex tabs 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FVC3380159,2026-06-30,gram,1,32.0
761,coldrilif syrup 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L02738,2026-11-30,Bottle,5,17.0
762,benylin chesty coughs orig. 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FQA997104,2027-10-31,ml,1,145.0
763,benylin mucus cough max honey and lemon 100mg/5ml 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,UUC72569901,2026-12-31,Bottle,1,191.0
764,xylo acino xylometazoline 0.1% adult nasal spray,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FG357789,2023-09-02,Bottle,0,161.0
765,clear ear olive ear drops 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VBC5689977,2023-12-08,Piece,0,17.0
766,dexatrol oint.,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VBC5689977,2024-01-19,Ointment,0,28.0
767,buscopan cramps tab  20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,jjLLLLKKJDRZ000987,2026-10-31,gram,0,7.2
768,rough rider condom fp 3',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BA3536478,2027-01-01,Pack,10,25.0
769,no.10 liversalt ern,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZBASACT000098,2027-09-30,sachet,168,2.0
770,live pure cleanse caps 30,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,675432,2023-05-02,Capsule,0,60.0
771,zinnat cefuroxime 125mg/5ml susp 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JHGGBB1123O00,2024-10-31,Bottle,0,199.0
772,starcold tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IUGGBB1123O00,2025-10-31,Tablets,0,6.0
773,vitaminc+zinc(reedy),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOGGBB1123O00,2026-10-31,Box,0,50.0
774,exevit-c 1000mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WWGGBB1123O00,2024-04-30,pc,1,35.0
775,coa mixture 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,COBB1123O00,2023-10-31,Bottle,0,118.0
776,stopkof expectorant  children 2%100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRTTKKJDRZ000987,2027-10-31,Bottle,7,21.0
777,gofex tab 400mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GG1234,2025-06-30,gram,0,27.0
778,zincovit multivitamin syr 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,oPPSOSIHDBE,2027-02-28,Bottle,8,54.6
779,neo-hycolex 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,opieje8fh4,2027-07-31,Vial,3,59.0
780,olfen gel 50g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSPPB0588B01,2024-05-31,Tube,1,68.0
781,flagentyl secnidazole 500mg tab 4's ,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ffKKAML9870U,2023-02-28,Pack,0,75.0
782,deep freeze gel s/s 35g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ddLNO0098,2025-02-28,gram,0,83.0
783,deep freeze spray,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ddACT000098,2026-08-31,ml,2,161.0
784,procomil spray singles,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ffBASACT000098,2026-02-28,Bottle,1,182.0
785,gastrone plus 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGBASACT000098,2026-06-30,ml,1,37.5
786,apetamin syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,hhhyy7899,2027-05-31,Bottle,3,65.0
787,glucorange powder,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KOIUKJDRZ000987,2024-09-30,pc,0,10.0
788,gluco naf vit c,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOKKKJDRZ000987,2027-04-30,pc,6,42.0
789,glucolife c,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,POLLKKJDRZ000987,2027-09-30,pc,1,39.0
790,seven seas jointcare active,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JYHT1234,2027-09-30,pc,2,400.0
791,leopard tube 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2024-08-31,Tube,0,13.0
792,night nurse cap,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,nnBB1123O00,2023-08-31,Strip,0,75.0
793,co-trimoxazole susp 100ml (letap),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ccBB1123O00,2027-08-31,pc,4,7.0
794,b-complex tablet 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BB1123O00,2024-08-31,Piece,0,2.0
795,lomide caps 2mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1111LLOMDKHT0098,2025-04-30,pc,0,3.0
796,afrofranil 25mg tabs 30's (novartis),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,dddDKHT0098,2027-06-30,Tablet,42,4.5
797,basic nutrition chewable vit c,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NKJHHHH2,2022-08-13,Container,0,35.0
798,clamoxin 457mg bliss 70ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,C202215E1234,2022-08-13,Powder,0,30.0
799,tadol tramadol 100mg caps 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,t5t5WEF2003PA,2027-08-31,Tablet,33,9.0
800,lyrica 150mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L109IMT009I6,2024-05-31,Tab,9,26.0
801,lexofen ibuprofen susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLOIK9KKJDRZ000987,2025-08-31,Single,0,42.0
802,feldene 20mg caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KK9IKKJDRZ000987,2024-08-31,Capsules,8,9.4
803,dulcolax adult 5mg 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNKKKJDRZ000987,2023-08-31,mg,0,2.0
804,pilex ointment 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KYH4K1234,2026-09-30,Tube,2,78.0
805,optrex sore eye drops  10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OPKY98KKJDRZ000987,2025-11-30,Container,0,141.0
806,amaryl glimepride 2mg tab 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,344GKKJDRZ000987,2024-08-31,Tablet,0,4.3
807,dragon lube jelly cooling sensation 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIKKJDRZ000987,2024-08-31,ml,0,27.0
808,dragon lube jelly warming sensation 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOIKKJDRZ000987,2024-08-31,ml,0,24.0
809,dragon jelly lube. natural 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GHGKKJDRZ000987,2024-08-31,Container,0,20.0
810,lubrimax jelly personal lubricant,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKHY1234,2026-08-31,Tube,0,53.2
811,staydry adult diaper m/s,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1sss234,2024-07-31,gram,0,80.0
812,estyplex b.co inj. 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1TV144,2023-01-28,vial,0,6.0
813,tenox amlordipin 5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NF3639,2023-05-28,Tab,0,2.0
814,glucosamine & chondroitin 30's valupak,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L14172,2022-08-31,pc,0,24.0
815,perfectdent lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PD01,2023-09-30,LOZENGES,0,6.0
816,zymax azithromycin 250mg tab 6's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0411x,2024-11-28,Tablet,0,29.0
817,kwik action,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21002,2027-06-01,,106,2.0
818,"seifen""s k wang tze solution",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,78,2024-07-28,Bottle,1,68.0
819,ascorbin vitamin c syr. 100ml (child care),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0810061,2023-01-31,Bottle,0,6.0
820,wellman 70+ caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,155748,2025-04-30,gram,0,135.0
821,omeprazole 20mg caps 28's (teva),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PPKKJDRZ000987,2023-10-31,sachet,0,22.0
822,mycolex 3 triple action cream30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,2027-07-31,Tube,5,42.0
823,vitamin b denk tab 100's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2027-07-31,Tablet,9,43.0
824,vitamin b co strong film-coated tablets   28 (hbs),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2022-07-23,Milligram,0,6.0
825,wellwoman sports,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EEEECCC23,2024-07-31,pc,1,60.0
